,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
1349,2019 INFINITI QX80 Luxe,48516.0,65950, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,46303,0,0
1350,2011 Volkswagen CC Sport,10901.0,61344, Front-wheel Drive ,22–31,Gasoline ,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,32703,0,1
1351,2018 Chevrolet Equinox 1LT,22998.0,51505, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,34474,3,3
1352,2020 Toyota Tundra SR5,38913.0,45604, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33073,3,3
1353,2021 Toyota Tacoma TRD Off Road,43000.0,10248, 4WD ,None,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,22191,1,1
1354,2018 Lexus LX 570 570,69995.0,48875, Four-wheel Drive ,13–18,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,98036,3,3
1355,2022 RAM 1500 Laramie,55585.0,2947, Four-wheel Drive ,None,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,98273,0,0
1356,2018 Audi Q7 3.0T Prestige,36922.0,77504, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,52244,3,3
1357,2021 Chrysler Voyager LXI,23874.0,46243, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC,32817,1,0
1358,2019 Audi Q5 2.0T Premium,36950.0,20134, All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98264,0,0
1359,2021 Toyota Tacoma TRD Off Road,43981.0,14277, 4WD ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,22554,3,3
1360,2011 BMW M3 Base,31990.0,79500, Rear-wheel Drive ,14–20,Gasoline Fuel ,7-Speed A/T,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,0,3,3
1361,2015 Cadillac SRX Luxury Collection,13995.0,80000, All-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,48180,3,3
1362,2018 Audi S7 4.0T Premium Plus,46995.0,88975, All-wheel Drive ,16–24,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,32809,0,1
1363,2001 Aston Martin DB7 Vantage Volante,44000.0,17701, Rear-wheel Drive ,11–18,Gasoline ,5-Speed Automatic,6.0L V12 48V MPFI DOHC,98037,0,0
1364,2017 Honda Fit LX,18500.0,52915, Front-wheel Drive ,33–40,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC,98409,1,1
1365,2011 Rolls-Royce Ghost Base,139995.0,23601, Rear-wheel Drive ,13–20,Gasoline ,8-Speed Automatic,6.6L V12 48V GDI DOHC Twin Turbo,98003,0,1
1366,2021 Subaru Crosstrek Sport,32995.0,12485, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60477,0,0
1367,2007 Mazda MX-5 Miata Sport,10970.0,91655, Rear-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,32771,0,1
1368,2020 Acura TLX V6 Advance,35700.0,29590, All-wheel Drive ,20–29,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,98036,3,3
1369,2020 Land Rover Range Rover Velar S,53879.0,32056, Four-wheel Drive ,18–24,Gasoline ,Automatic,V6,54956,1,1
1370,2019 Lexus RX 350 ,41808.0,10167, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,85054,1,1
1371,2012 Ferrari California Base,124995.0,8330, Rear-wheel Drive ,13–19,Gasoline ,7-Speed Automatic with Auto-Shift,4.3L V8 32V GDI DOHC,32811,1,1
1372,2018 Ford Explorer sport,28200.0,65706, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,46038,3,3
1373,2019 INFINITI QX80 Luxe,48500.0,32503, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,60712,3,3
1374,2007 BMW 530 i,9939.0,86534, Rear-wheel Drive ,20–30,Gasoline ,Automatic,3.0L I6 24V MPFI DOHC,98047,3,3
1375,2018 BMW X4 M40i,42380.0,28040, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,98133,1,1
1376,2021 Tesla Model 3 Standard Range Plus,51999.0,10690, Rear-wheel Drive ,150–133,– ,1-Speed Automatic,0.0,32822,0,1
1377,2020 Mercedes-Benz AMG E 63 S 4MATIC,95999.0,17514, All-wheel Drive ,15–23,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32822,1,1
1378,2019 Mercedes-Benz AMG E 63 S 4MATIC,85999.0,20364, All-wheel Drive ,15–23,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32809,3,3
1379,2016 Hyundai Genesis Coupe 3.8 Base,23994.0,71772, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,98409,3,3
1380,2009 Cadillac CTS Base,16990.0,19350, Rear-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,0,3,3
1381,2021 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription Expression,51985.0,7781, All-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,32817,0,1
1382,2016 GMC Yukon XL SLT,35268.0,67972, Rear-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,32817,1,1
1383,2021 Toyota 4Runner Limited,50795.0,5809, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,77065,1,1
1384,2015 BMW M4 Base,44000.0,67791, Rear-wheel Drive ,17–24,Gasoline Fuel ,Transmission w/Dual Shift Mode,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,3,3
1385,2018 Mercedes-Benz S-Class S 450,57499.0,42745, Unknown ,19–28,Gasoline ,9-SPEED A/T,V6 Cylinder Engine,98204,0,1
1386,2021 Subaru Crosstrek Sport,30695.0,41853, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60123,0,1
1387,2019 Ford Shelby GT350 Base,68971.0,5035, Rear-wheel Drive ,14–21,Gasoline ,6-Speed Manual,5.2L V8 32V MPFI DOHC,98271,0,1
1388,2014 Dodge SRT Viper GTS,145000.0,17600, Rear-wheel Drive ,12–19,Gasoline ,6-Speed Manual,8.4L V10 20V MPFI OHV,98225,3,3
1389,2018 Volkswagen Atlas 3.6L SE w/Technology,33971.0,56888, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6,98034,3,3
1390,2016 BMW 528 i,27990.0,36874, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,0,1
1391,2016 Buick Cascada Premium,21990.0,74520, Front-wheel Drive ,20–27,Gasoline ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,0,0,1
1392,2013 BMW 128 i,22590.0,37036, Rear-wheel Drive ,19–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,0,3,3
1393,2015 Volkswagen Touareg V6 Lux,24990.0,60052, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,0,3,3
1394,2021 Lincoln Aviator Grand Touring,73991.0,14449, All-wheel Drive ,None,Hybrid ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,98168,1,0
1395,2017 Kia Sportage LX,19998.0,60690, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,32904,3,3
1396,2008 Ford Explorer Sport Trac XLT,6000.0,210000, Four-wheel Drive ,13–19,Gasoline ,6-Speed Automatic,4.6L V8 24V MPFI SOHC,98204,0,0
1397,2019 Ford Escape SE,23888.0,13684, Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,48185,0,1
1398,2020 Hyundai Tucson Ultimate,32469.0,1488, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,15216,1,1
1399,2022 Mercedes-Benz EQS 450+ Base,189988.0,3389, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32817,3,3
1400,2015 Volkswagen Golf R 4-Door,29990.0,51774, All-wheel Drive ,23–30,Gasoline ,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,0,0,1
1401,2018 BMW M3 Base,51900.0,47982, Rear-wheel Drive ,17–25,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,76504,3,3
1402,2014 RAM ProMaster 1500 Tradesman,30234.0,45298, Front-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,98409,0,1
1403,2006 BMW 330 Ci,8999.0,124511, Rear-wheel Drive ,19–28,Gasoline ,5-Speed Automatic,3.0L I6 24V MPFI DOHC,98387,3,3
1404,2019 Lexus GX 460 ,41823.0,42707, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,28212,0,1
1405,2020 Lexus NX 300 Base,38874.0,21610, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,75034,0,0
1406,2018 Nissan Rogue SV,26998.0,20876, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,20723,0,1
1407,2021 Tesla Model Y Performance,69995.0,10693, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,2081,3,3
1408,2019 Audi Q5 2.0T Premium Plus,46995.0,13824, All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,1
1409,2014 Audi S5 3.0T Prestige quattro,29850.0,54362, All-wheel Drive ,18–28,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Supercharged,98229,0,0
1410,2021 BMW X3 sDrive30i,42999.0,26638, Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32771,1,1
1411,2017 Honda Pilot Elite,33895.0,43215, All-wheel Drive ,19–26,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,32901,1,1
1412,2019 Audi S4 3.0T Premium Plus,46599.0,22452, All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,32811,1,1
1413,2020 Ford Explorer Limited,40809.0,50515, Four-wheel Drive ,20–27,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,98002,3,3
1414,2021 Lexus LX 570 Three-Row,91834.0,12618, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,98271,1,1
1415,2020 GMC Yukon Denali,64996.0,35239, Four-wheel Drive ,14–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98022,1,0
1416,2018 GMC Sierra 1500 SLT,46928.0,32312, Four-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,75087,3,3
1417,2022 Lexus ES 350 F Sport,47800.0,2779, Front-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC,32750,1,1
1418,2022 Hyundai IONIQ 5 SE,56500.0,5632, All-wheel Drive ,None,Electric ,Automatic,Electric,32807,1,1
1419,2021 Cadillac Escalade Sport Platinum,118971.0,13504, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,3,3
1420,2021 Chevrolet Tahoe High Country,81498.0,11038, Four-wheel Drive ,14–19,Gasoline ,10 speed automatic electronically controlled with overdrive incl,8 Cylinder Engine,0,3,3
1421,2020 Lexus ES 350 Luxury,34995.0,69241, Front-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,85226,1,1
1422,2020 Ford F-150 Lariat,47444.0,47148, 4WD ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,30518,0,1
1423,2022 Ford F-150 XLT,57991.0,8025, 4WD ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,32225,1,1
1424,2020 Lincoln Aviator Reserve AWD,57992.0,20509, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,75013,0,1
1425,2018 Chevrolet Tahoe Premier,39493.0,83101, Rear-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,77037,3,3
1426,2020 RAM 1500 Limited,55969.0,59003, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30528,1,1
1427,2020 Lincoln MKZ Reserve,35495.0,16884, Front-wheel Drive ,20–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,1,1
1428,2020 Lexus IS 300 Base,31390.0,35199, Rear-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,32117,1,1
1429,2017 BMW 340 Gran Turismo i xDrive,31888.0,49436, All-wheel Drive ,20–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,98134,0,1
1430,2012 Jeep Grand Cherokee Overland,18995.0,92252, Four-wheel Drive ,16–23,Gasoline ,Automatic,5.7L V8 16V MPFI OHV,85301,3,3
1431,2015 Lexus LS 460 Crafted Line,37880.0,67865, All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC,98004,0,1
1432,2015 Hyundai Genesis 5.0,23995.0,43777, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC,34788,3,3
1433,2020 Toyota Tundra SR5,30900.0,17999, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33314,3,3
1434,2020 Chevrolet Tahoe LT,49900.0,28907, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,18848,1,1
1435,2022 Genesis G70 2.0T,43998.0,5203, – ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32771,3,3
1436,2020 Cadillac XT6 Premium Luxury AWD,53999.0,7391, All-wheel Drive ,17–24,Gasoline ,9-SPEED A/T,V6 Cylinder Engine,98204,0,0
1437,2017 Toyota RAV4 Limited,23900.0,69242, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,1536,3,3
1438,2018 BMW 320 i xDrive,25788.0,31656, All-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98033,0,1
1439,2019 Chevrolet Tahoe LT,39931.0,64748, Rear-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,94520,1,0
1440,2020 Dodge Charger Scat Pack,47498.0,15847, Rear-wheel Drive ,15–24,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,33126,0,1
1441,2020 RAM 1500 Limited,59991.0,13245, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30265,3,3
1442,2022 Ford F-150 XLT,55522.0,6687, 4WD ,None,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,32084,1,1
1443,2018 Mercedes-Benz GLC 300 Base 4MATIC,34998.0,36317, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46280,3,3
1444,2008 Lamborghini Gallardo Superleggera,139999.0,29960, All-wheel Drive ,11–17,Gasoline ,6-Speed Automatic with Auto-Shift,5.0L V10 50V MPFI DOHC,32809,3,3
1445,2007 Lamborghini Gallardo ,109999.0,45544, All-wheel Drive ,9–19,Gasoline ,6-Speed Automatic with Auto-Shift,5.0L V10 50V MPFI DOHC,32809,3,3
1446,2020 Jeep Gladiator Sport,49977.0,24026, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1757,0,0
1447,2019 Jeep Grand Cherokee Limited,29877.0,23582, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,22172,3,3
1448,2020 Land Rover Range Rover Sport HSE MHEV,72900.0,29767, Four-wheel Drive ,19–24,Gasoline/Mild Electric Hybrid ,8-Speed A/T,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,0,3,3
1449,2020 Dodge Challenger R/T Scat Pack,39000.0,17462, Rear-wheel Drive ,14–23,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,77065,3,3
1450,2019 Cadillac XT5 Luxury,34500.0,35111, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,60712,3,3
1451,2018 Mercedes-Benz AMG C 43 Base 4MATIC,37910.0,28010, All-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,11762,0,0
1452,2018 Audi A4 2.0T Premium,26846.0,61819, All-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,43130,0,1
1453,2021 BMW X3 xDrive30i,41872.0,18494, All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7081,3,3
1454,2019 Cadillac XT5 Luxury,35319.0,15359, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,44241,3,3
1455,2014 Toyota FJ Cruiser Base,31995.0,80856, Rear-wheel Drive ,16–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,32822,0,1
1456,2012 Jeep Grand Cherokee Overland,15919.0,89058, Four-wheel Drive ,16–23,E85 Flex Fuel ,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,85281,3,3
1457,2019 Honda Ridgeline RTL-E,39990.0,15684, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,11735,1,1
1458,2019 Toyota Camry SE,26999.0,21992, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,13027,3,3
1459,2007 Ford Expedition EL Limited,13988.0,79371, Four-wheel Drive ,14–17,Gasoline ,6-Speed Automatic,5.4L V8 24V MPFI SOHC,32904,0,0
1460,2018 Ford F-150 Lariat,43443.0,46825, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,43543,0,0
1461,2020 BMW 228 Gran Coupe i xDrive,35294.0,19070, All-wheel Drive ,23–33,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,32773,1,1
1462,2019 Toyota Prius Prime ,29990.0,34910, Front-wheel Drive ,None,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,32789,0,1
1463,2020 Lamborghini Urus Base,268500.0,18228, All-wheel Drive ,12–17,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98005,0,1
1464,1975 Porsche 914 ,34998.0,49501, Rear-wheel Drive ,None,– ,5-Speed Manual,2,98036,3,3
1465,2019 BMW i8 Base,101995.0,18960, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,7074,3,3
1466,2021 Subaru Crosstrek Sport,31995.0,13669, All-wheel Drive ,27–34,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC,60477,0,0
1467,2021 Hyundai Sonata Hybrid SEL,34500.0,4450, Front-wheel Drive ,45–51,Hybrid ,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,98026,1,1
1468,2021 Cadillac Escalade Sport Platinum,128799.0,7469, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,0,0
1469,2020 Toyota Tundra SR5,36299.0,28771, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33169,3,3
1470,2006 BMW M6 M6,21995.0,70440, Rear-wheel Drive ,12–18,Gasoline ,7-Speed Automatic with Auto-Shift,5.0L V10 40V MPFI DOHC,32811,0,1
1471,2016 Mercedes-Benz S-Class S 550,52000.0,38000, Rear-wheel Drive ,17–26,Gasoline Fuel ,A/T,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,0,3,3
1472,2014 Toyota Camry LE,14950.0,29302, Front-wheel Drive ,25–35,Gasoline ,A,4 Cylinder Engine,68106,3,3
1473,2020 BMW Z4 sDrive30i,23950.0,14226, Rear-wheel Drive ,24–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33142,1,1
1474,2017 Porsche Macan GTS,54949.0,45780, All-wheel Drive ,None,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,80224,0,1
1475,2015 BMW 428 i,29999.0,46192, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13495,0,1
1476,2021 Hyundai Elantra N Line,28999.0,13334, Front-wheel Drive ,25–34,Gasoline ,6-Speed Manual,1.6L I4 16V GDI DOHC Turbo,32837,1,1
1477,2017 Lexus GX 460 Base,39880.0,35263, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98133,1,1
1478,2020 Ford Mustang EcoBoost Premium,30893.0,22864, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,44310,3,3
1479,2018 Audi A6 2.0T Premium Plus,36500.0,9753, All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98424,1,1
1480,2015 Chevrolet Suburban 1500 LTZ,22000.0,162442, Four-wheel Drive ,15–22,Flex Fuel Capability ,A/T,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,0,3,3
1481,2019 Ford F-150 XL,39988.0,12070, Four-wheel Drive ,18–23,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,14701,1,1
1482,2019 Lexus RX 350 F Sport,44549.0,17853, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,10549,1,1
1483,2015 Nissan Sentra SV,11490.0,124427, Front-wheel Drive ,29–39,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,98409,3,3
1484,2022 Porsche 911 Carrera,153999.0,989, Rear-wheel Drive ,18–24,Gasoline ,8-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,32809,1,1
1485,2018 BMW X5 xDrive35i,36195.0,41222, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,11021,3,3
1486,2007 Mazda Mazda6 iSport VE,5999.0,110994, Front-wheel Drive ,24–31,Gasoline ,5-Speed Automatic,2.3L I4 16V MPFI DOHC,98133,0,0
1487,2020 BMW 840 i xDrive,71871.0,8320, All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,32124,1,1
1488,2019 Chevrolet Silverado 1500 LT,37568.0,24520, Four-wheel Drive ,18–21,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,41035,3,3
1489,2010 Chevrolet Camaro 2SS,22688.0,68774, Rear-wheel Drive ,None,Gasoline ,6-Speed Manual,6.2L V8 16V MPFI OHV,98580,3,3
1490,2020 Mercedes-Benz AMG E 53 Base 4MATIC,67999.0,32519, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,32822,1,1
1491,2020 Toyota Corolla LE,15990.0,18153, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,85004,3,3
1492,2021 Jeep Gladiator Sport,41481.0,13595, Four-wheel Drive ,16–23,Gasoline ,6-Speed Manual,3.6L V6 24V MPFI DOHC,46733,1,1
1493,2020 Ford Mustang GT Premium,42000.0,19683, Rear-wheel Drive ,15–24,Gasoline ,6-Speed Manual,5.0L V8 32V PDI DOHC,33033,3,3
1494,2022 Kia Telluride SX,60480.0,13240, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,37067,1,1
1495,2019 INFINITI QX80 Luxe,50977.0,36201, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,46360,1,1
1496,2021 RAM 1500 Laramie,49000.0,20079, Rear-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,85015,1,0
1497,2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,79995.0,60100, All-wheel Drive ,13–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32811,0,1
1498,2021 Chevrolet Tahoe LT,58490.0,14857, Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,33177,3,3
1499,2021 Polestar 2 Launch Edition,57999.0,709, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32822,1,1
1500,2017 Lincoln MKZ Reserve,24900.0,45557, Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32117,3,3
1501,2020 Ford F-150 Lariat,44499.0,59185, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,98273,1,0
1502,2018 Ford F-150 Lariat,37777.0,68188, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,66071,0,1
1503,2021 Ford Bronco Sport Big Bend,36969.0,17328, Four-wheel Drive ,25–28,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,98225,1,1
1504,2021 GMC Yukon Denali,83990.0,15790, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1880,1,1
1505,2006 Pontiac GTO ,29531.0,66012, Rear-wheel Drive ,None,Gasoline ,6-Speed Manual,6.0L V8 16V MPFI OHV,98502,3,3
1506,2021 Mercedes-Benz AMG GLA 45 AMG GLA 45,58799.0,5329, All-wheel Drive ,20–27,Gasoline ,Automatic,Engine: AMG-Enhanced 2.0L Inline-4 Turbo,34787,3,3
1507,2018 Acura ILX Premium Package,23995.0,46969, Front-wheel Drive ,25–35,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,32771,3,3
1508,2019 Honda CR-V EX-L,27899.0,37440, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5701,3,3
1509,2022 Acura MDX Base,48978.0,3253, Front-wheel Drive ,19–26,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,34471,1,1
1510,2022 Toyota 4Runner SR5 Premium,49334.0,13985, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,75062,1,1
