,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
598,2,2019 Lincoln Navigator Reserve,65962,40902, Infinite Black Metallic , Ebony , Four-wheel Drive ,16–21,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
599,3,2021 Chevrolet Tahoe Premier,65699,45259, Black , Jet Black , Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
600,4,2019 Land Rover Discovery Sport HSE,36900,16106, Santorini Black , Ebony , Four-wheel Drive ,21–25,Gasoline ,Automatic,I4
601,5,2020 Dodge Durango R/T,44995,49603, Black , Black , All-wheel Drive ,14–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
602,6,2021 Ford Edge ST,45990,10051, Lithium Gray , Ebony , All-wheel Drive ,19–25,Gasoline ,7-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo
603,7,2020 Nissan Murano SL,30700,15671, Black , Graphite , Front-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
604,8,2021 Porsche Macan Base,55988,20113, Black , – , All-wheel Drive ,19–23,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
605,9,2021 Honda Pilot EX-L,43995,19266, Platinum White Pearl , Black , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
606,10,2018 Mazda CX-5 Grand Touring,32195,17496, Machine Gray Metallic , Parchment , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
607,11,2018 BMW X1 xDrive28i,21991,42412, Black , Black , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
608,12,2017 Honda CR-V EX-L,33500,42181, Crystal Black Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
609,13,2017 Audi A4 2.0T Premium Plus,27989,46525, Scuba Blue Metallic , Black , All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
610,14,2020 Tesla Model Y Long Range,70470,15478, Pearl White Multi , White / Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
611,15,2022 Volkswagen Taos 1.5T SE,29539,4315, Pure White , Black , All-wheel Drive ,25–32,Gasoline ,7-Speed Automatic with Auto-Shift,1.5L I4 16V GDI DOHC Turbo
612,16,2010 Pontiac Vibe Base,3999,203430, Black , Black , Front-wheel Drive ,None,Gasoline ,4-Speed Automatic,1.8L I4 16V MPFI DOHC
613,17,2019 BMW 330 i,33000,49495, Jet Black , Black , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
614,18,2019 Mercedes-Benz GLC 300 Base,37998,29537, Gray , Tan , Rear-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
615,19,2015 BMW X5 xDrive35i,27000,62216, Gray , Beige , All-wheel Drive ,18–27,Gasoline Fuel ,A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel
616,0,2021 GMC Sierra 1500 SLT,55365,16997, Satin Steel Metallic , Jet Black , Four-wheel Drive ,14–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
617,1,2018 Honda Civic EX,25998,33984, Gray , – , Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
618,2,2020 Tesla Model Y Long Range,65581,15614, Midnight Silver Metallic , Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
619,3,2017 Chevrolet Malibu 1LT,14995,61303, Gray , Black , Front-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
620,4,2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,59602,16472, Brilliant Blue Metallic , designo Platinum White Pearl , All-wheel Drive ,18–24,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
621,5,2020 Toyota Avalon Hybrid XLE,36999,25964, Midnight Black Metallic , Black , Front-wheel Drive ,43–44,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
622,6,2021 Toyota 4Runner Limited,48000,37896, Super White , Sand Beige , Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
623,7,2019 Honda Civic Sport,22957,31806, Black , Black , Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
624,8,2019 Toyota 4Runner Limited,45725,53983, Nautical Blue Metallic , Black Graphite , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
625,9,2016 Mercedes-Benz AMG G AMG G 63 4MATIC,109996,54068, designo Magno Night Black , Classic Red , All-wheel Drive ,12–14,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo
626,10,2015 Maserati Ghibli S Q4,26895,48854, Blu Passione Mica , Cuoio , All-wheel Drive ,15–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
627,11,2019 Audi Q8 3.0T Premium,64271,31019, Carrara White , Black , All-wheel Drive ,17–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
628,12,2019 Honda CR-V EX,30158,34580, Gunmetal Metallic , Gray , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
629,13,2021 BMW X5 xDrive40i,63750,16425, Alpine White , Black , All-wheel Drive ,21–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
630,14,2018 RAM 3500 Laramie,65593,18121, Brilliant Black Crystal Pearlcoat , Black , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel
631,15,2017 Cadillac XT5 Luxury,24900,36997, Tan , Tan , All-wheel Drive ,18–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
632,16,2019 Audi Q5 2.0T Premium Plus,42548,16723, Florett Silver Metallic , Black , All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
633,17,2009 Mitsubishi Outlander XLS,4919,158282, Labrador Black Pearl , Black , Four-wheel Drive ,17–23,Gasoline ,6-Speed Automatic,3.0L V6 24V MPFI SOHC
634,18,2019 Chevrolet Corvette Stingray,55996,45240, Arctic White , Adrenaline Red , Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV
635,19,2019 Honda CR-V EX-L,33591,18833, Molten Lava Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
636,0,2021 Toyota RAV4 Limited,44380,11151, Silver Sky , Ash , Front-wheel Drive ,27–35,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
637,1,2020 Ford Mustang EcoBoost Premium,27500,41690, Red , – , Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo
638,2,2019 Mazda CX-5 Grand Touring,29998,18410, Jet Black Mica , Black , Front-wheel Drive ,25–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
639,3,2022 Ford F-250 Platinum,97000,17347, Agate Black Metallic , Black Onyx , Four-wheel Drive ,None,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
640,4,2021 Mercedes-Benz AMG GLE 53 Base,88998,6356, Selenite Gray Metallic , Black , All-wheel Drive ,18–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
641,5,2018 Toyota RAV4 LE,25816,40553, Super White , Black , Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
642,6,2016 GMC Yukon Denali,38999,36347, Black , Black , Four-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV
643,7,2021 Subaru Ascent Limited 7-Passenger,43998,14275, Crystal White Pearl , Black , All-wheel Drive ,20–26,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo
644,8,2016 Hyundai Elantra SE,17070,71220, Shale Gray Metallic , Gray , Front-wheel Drive ,27–37,Gasoline ,6-Speed Manual,1.8L I4 16V MPFI DOHC
645,9,2022 BMW X3 sDrive30i,45990,21874, Jet Black , Black , Rear-wheel Drive ,23–29,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
646,10,2018 GMC Sierra 2500 Denali,69991,31468, Onyx Black , Jet Black , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel
647,11,2021 GMC Sierra 2500 Denali,95950,18335, Onyx Black , Jet Black , Four-wheel Drive ,None,Diesel ,Automatic,6.6L V8 32V DDI OHV Turbo Diesel
648,12,2021 Buick Enclave Essence,43000,13054, Satin Steel Metallic , Dark Galvanized , Front-wheel Drive ,18–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
649,13,2020 Buick Envision Premium II,33580,61620, Satin Steel Metallic , Dark Galvanized , All-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
650,14,2018 Mercedes-Benz G 550 4x4 Squared Base,199999,37376, designo Platinum Magno , – , All-wheel Drive ,11–11,Gasoline ,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
651,15,2020 Honda Accord EX-L,27995,14369, Platinum White Pearl , Ivory , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
652,16,2019 Audi Q5 2.0T Premium,38591,11565, Manhattan Gray Metallic , Black , All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
653,17,2015 Toyota Tacoma PreRunner,23999,131410, White , Graphite , Rear-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
654,18,2019 Honda CR-V EX,28200,43656, Modern Steel Metallic , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
655,19,2022 Ford Bronco Black Diamond Advanced,70000,550, Gray , Black , Four-wheel Drive ,18–18,Gasoline Fuel ,10-Speed A/T,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel
656,0,2020 Mercedes-Benz C-Class C 300 4MATIC,43800,11453, Black , Black , All-wheel Drive ,23–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
657,1,2018 Honda CR-V EX-L,30987,28849, White Diamond Pearl , Ivory , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
658,2,2019 BMW 330 i,33999,31111, Jet Black , Beige , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
659,3,2019 Alfa Romeo Stelvio Ti,37888,19246, Vulcano Black Metallic , Black , All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo
660,4,2020 Mercedes-Benz GLB 250 Base 4MATIC,40975,19423, Polar White , Macchiato Beige , All-wheel Drive ,23–31,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
661,5,2019 Cadillac XT4 Sport,35964,33511, Autumn Metallic , Jet Black , Front-wheel Drive ,24–30,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
662,6,2021 Volkswagen Tiguan 2.0T S,28500,17661, Atlantic Blue , Titan Black , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
663,7,2019 Mercedes-Benz GLA 250 4MATIC,33845,18657, Midnight Black , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
664,8,2021 Toyota Tundra SR5,46326,16258, Cement , – , Rear-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
665,9,2018 Ford Explorer Platinum,43990,30655, Shadow Black , Ebony Black , Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
666,10,2019 Rolls-Royce Cullinan Base,409996,12213, Black Diamond , Black , All-wheel Drive ,12–20,Gasoline ,8-Speed Automatic,6.8L V12 48V GDI DOHC Twin Turbo
667,11,2021 Mazda CX-5 Grand Touring,33292,13145, Snowflake White Pearl , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
668,12,2020 Toyota Corolla SE,18500,10514, Blue , Black , Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
669,13,2020 Lexus RX 350 RX 350,41487,62540, Obsidian Black , Parchment , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
670,14,2020 Nissan Pathfinder SL,28349,47446, Magnetic Black , Charcoal , Four-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
671,15,2019 BMW 330 i xDrive,38900,12034, Jet Black , Mocha , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
672,16,2019 Rolls-Royce Cullinan ,429996,14159, Gray , Black , All-wheel Drive ,12–20,Gasoline ,8-Speed Automatic,6.8L V12 48V GDI DOHC Twin Turbo
673,17,2021 Tesla Model Y Long Range,71900,10504, Midnight Silver Metallic , White / Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
674,18,2019 Toyota Tundra Platinum,48907,39237, Midnight Black Metallic , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
675,19,2020 Volvo S60 T5 Momentum,33995,15316, Black Stone , Charcoal , Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
676,0,2019 Toyota Tundra Platinum,48907,39237, Midnight Black Metallic , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
677,1,2020 Volvo S60 T5 Momentum,33995,15316, Black Stone , Charcoal , Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
678,2,2019 Acura RDX Advance Package,44772,15299, Black , Ebony , Front-wheel Drive ,22–28,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
679,3,2019 Ford F-450 Platinum,95977,19526, Agate Black Metallic , Black , Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
680,4,2019 Land Rover Range Rover Velar P250 S,49620,16133, Fuji White , Light Oyster / Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
681,5,2019 Mercedes-Benz GLS 450 Base 4MATIC,50650,49068, Black , – , All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
682,6,2020 Land Rover Range Rover Velar S R-Dynamic,65921,17493, Santorini Black , Ebony / Ebony , Four-wheel Drive ,21–27,Gasoline ,Automatic,I4
683,7,2019 BMW X5 xDrive40i,55995,11731, Gray Metallic , Beige , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
684,8,2021 Tesla Model 3 Long Range,64994,19360, Pearl White Multi , Black , All-wheel Drive ,141–127,Gasoline ,1-Speed Automatic,10 Cylinder
685,9,2020 Lincoln Aviator Reserve AWD,57962,16633, Infinite Black Metallic , Medium Slate , All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
686,10,2021 Kia Telluride SX,45500,12120, Ebony Black , Gray , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
687,11,2019 BMW 330 i xDrive,40980,18997, Black Sapphire Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
688,12,2018 Chevrolet Cruze LT,13995,46635, Blue , Gray , Front-wheel Drive ,29–40,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo
689,13,2017 Land Rover Range Rover Evoque HSE,35998,45628, Corris Grey , Ebony / Ebony Oxford , Four-wheel Drive ,21–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
690,14,2019 Volvo XC60 T5 Momentum,37192,21053, Bright Silver Metallic , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
691,15,2020 Chevrolet Blazer 2LT,33999,13155, Cajun Red Tintcoat , Jet Black , Front-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
692,16,2020 BMW X5 xDrive40i,53995,45393, Alpine White , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
693,17,2020 Lexus RX 350 Base,49998,19516, Caviar , Parchment , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
694,18,2021 Toyota Highlander XSE,49900,30435, Blizzard Pearl , Red , Front-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
695,19,2019 Cadillac XT5 Luxury,35000,67596, Stellar Black Metallic , Black , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
696,0,2018 BMW X1 xDrive28i,29150,45284, Black Sapphire Metallic , Black , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
697,1,2021 Honda Pilot Special Edition,41452,15121, Modern Steel Metallic , Black , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
698,2,2021 GMC Yukon Denali,84489,13407, White Frost Tri-Coat , – , Four-wheel Drive ,14–19,Diesel ,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel
699,3,2020 BMW 330 i xDrive,45950,8769, Alpine White , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
700,4,2021 Tesla Model Y Long Range,65650,47637, Gray , Black , All-wheel Drive ,0–0,Electric ,Automatic,Electric
701,5,2013 BMW 535 i,15995,115057, GREY , Venetian Beige , Rear-wheel Drive ,20–30,Gasoline ,8-SPEED A/T,Straight 6 Cylinder Engine
702,6,2019 Subaru Crosstrek 2.0i Limited,26000,28299, Crystal Black Silica , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC
703,7,2020 Nissan Maxima 3.5 SV,26995,18184, Gun Metallic , Charcoal , Front-wheel Drive ,20–30,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
704,8,2019 Audi SQ5 3.0T Premium,48000,18988, Daytona Gray Pearl Effect , Black , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
705,9,2019 BMW X5 xDrive40i,55998,39751, Carbon Black Metallic , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
706,10,2019 BMW 330 i,36995,29052, Mineral Gray Metallic , Black , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
707,11,2021 Lexus IS 350 F Sport,52998,17302, Cloudburst Gray , Red , Rear-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
708,12,2019 Subaru Outback 2.5i Limited,32703,19552, Ice Silver Metallic , Black , All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
709,13,2021 Jaguar E-PACE P250 SE,47333,11062, Fuji White , Light Oyster , All-wheel Drive ,20–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
710,14,2019 Toyota 4Runner Limited,46988,50454, Blizzard Pearl , Saddle , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
711,15,2019 GMC Yukon Denali,60890,49558, White Frost , Jet Black , Four-wheel Drive ,14–22,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
712,16,2014 Mercedes-Benz G-Class G 63 AMG,82890,67167, Black , – , All-wheel Drive ,12–14,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo
713,17,2021 Land Rover Defender 110 X-Dynamic SE,78998,36900, Santorini Black , Ebony , Four-wheel Drive ,17–22,Gasoline ,Automatic,V6
714,18,2020 BMW X3 M40i,51998,33776, Carbon Black Metallic , Cognac , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
715,19,2019 Mazda CX-5 Grand Touring,30441,19556, Machine Gray Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
716,0,2021 Land Rover Defender 110 X-Dynamic SE,78998,36900, Santorini Black , Ebony , Four-wheel Drive ,17–22,Gasoline ,Automatic,V6
717,1,2020 BMW X3 M40i,51998,33776, Carbon Black Metallic , Cognac , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
718,2,2019 Mazda CX-5 Grand Touring,30441,19556, Machine Gray Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
719,3,2018 BMW X2 sDrive28i,31480,29830, White Metallic , Magma Red , Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
720,4,2021 Tesla Model Y Performance,74511,15717, White , Black , All-wheel Drive ,0–0,Electric ,Automatic,Electric
721,5,2020 INFINITI QX60 Pure,28167,49929, Liquid Platinum , Graphite , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
722,6,2019 Mercedes-Benz C-Class C 300,31431,19806, Black , Black , Rear-wheel Drive ,23–34,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
723,7,2020 Volvo S90 T6 R-Design,49968,17500, Black Stone , Charcoal , All-wheel Drive ,21–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC
724,8,2021 Kia Seltos S,26500,14236, Gravity Gray , Black , Front-wheel Drive ,29–34,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
725,9,2015 Toyota RAV4 Limited,26995,13451, Blizzard Pearl , Terracotta , All-wheel Drive ,22–29,Gasoline ,Automatic,Engine: 2.5L DOHC 4-Cylinder w/Dual VVT-i
726,10,2017 Audi A4 allroad 2.0T Premium,28000,63763, Mythos Black Metallic , Black , All-wheel Drive ,23–28,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
727,11,2021 Lexus NX 300 Base,38992,11712, Obsidian Black , Black , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
728,12,2019 Cadillac Escalade ESV Premium Luxury,69995,38882, Black Raven , Jet Black , Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
729,13,2015 Porsche Macan Turbo,40998,85750, Rhodium Silver , Black , All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC Twin Turbo
730,14,2018 Mercedes-Benz GLS 450 Base 4MATIC,50906,37827, Selenite Gray Metallic , Black , All-wheel Drive ,17–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
731,15,2020 Honda Civic LX,25900,15169, Molten Lava Pearl , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
732,16,2020 Lexus RX 350 Base,49941,23636, Eminent White Pearl , Black , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
733,17,2021 BMW X3 xDrive30i,45950,18977, Jet Black , Canberra Beige , All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
734,18,2018 BMW 340 i xDrive,40998,30192, Mineral Gray Metallic , Black , All-wheel Drive ,21–31,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
735,19,2020 Lexus RX 350 RX 350,45851,19076, Caviar , Birch , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
736,0,2021 Audi Q7 55 Premium,63895,14949, Florett Silver Metallic , Black , All-wheel Drive ,18–23,Gasoline ,7-Speed Automatic,V6
737,1,2021 Acura RDX Technology Package,42250,19122, Majestic Black Pearl , Ebony , Front-wheel Drive ,22–28,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
738,2,2020 BMW X3 xDrive30i,39880,39810, Dark Graphite Metallic , Black , All-wheel Drive ,24–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
739,3,2019 Ford Mustang GT Premium,41498,21171, Magnetic Metallic , Ebony , Rear-wheel Drive ,15–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
740,4,2021 Honda CR-V EX,33760,14000, Modern Steel Metallic , Black , All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
741,5,2017 Ford F-150 Platinum,48981,41997, Ruby Red Metallic Tinted Clearcoat , Brunello , Four-wheel Drive ,15–21,Gasoline ,Automatic,3.5L V6 24V GDI DOHC Twin Turbo
742,6,2019 Audi Q5 2.0T Premium,36755,19249, Ibis White , Black , All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
743,7,2021 Audi A4 40 Premium,36010,10068, Terra Gray Metallic , Black , All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
744,8,2019 BMW X5 xDrive40i,58242,11227, Phytonic Blue Metallic , Amarone , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
745,9,2016 Audi A3 1.8T Premium,16492,59859, Ibis White , Chestnut Brown , Front-wheel Drive ,23–33,Gasoline ,6-Speed Automatic with Auto-Shift,1.8L I4 16V GDI DOHC Turbo
746,10,2021 Audi A4 40 Premium,36938,14016, Manhattan Gray Metallic , Black , All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic,2.0L
747,11,2019 BMW 330 i,35000,35849, Jet Black , Black , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
748,12,2017 Maserati Levante S,48490,47213, Grigio , Black , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
749,13,2020 Ford F-150 Lariat,53997,20518, Agate Black Metallic , Medium Light Camel , Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
750,14,2021 Honda Accord Touring 2.0T,37750,29753, Crystal Black Pearl , Black , Front-wheel Drive ,22–32,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
751,15,2021 Honda Pilot Special Edition,40771,14354, Lunar , Gray , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
